route_efficiency,time_diff_hours,temperature_avg,humidity_avg,vibration_shock,is_risk
89.96714153011233,21.286021078051114,4.696572495333637,30.097140162197967,3.5643615193971323,0
83.61735698828815,22.77800214778539,4.566647185071333,34.72507176531564,0.8475670376341433,0
91.47688538100692,21.61047575581943,2.126960308389018,37.06485796853707,2.444068552373593,1
100.23029856408026,24.441672187784476,5.159168443527476,40.74834455462346,0.10385558640909087,0
82.65846625276664,28.78871412584765,1.0198346488467638,45.12081163303439,1.2473110139672414,1
82.6586304305082,20.915831371435182,2.691631348479343,43.470679716858825,5.554069525671772,1
100.79212815507391,28.003281991073656,0.0018243742043844158,34.10337600776257,0.6406569561715502,1
92.67434729152909,20.873311710612448,7.117253033925629,38.141438689171736,0.10252509301636717,0
80.30525614065049,20.609491150012463,3.536901012109409,40.38187794351283,1.7490743041472838,0
90.42560043585965,27.274378473372852,8.333768069632622,38.688964377767505,0.877319291140183,1
80.36582307187538,27.687745512030467,5.60589985303899,38.65352387065853,0.9550507982442378,0
80.34270246429743,27.405639747050618,4.896196426702049,31.38628337672864,1.7467363879540108,0
87.41962271566034,18.736810367127436,2.827544611438001,34.2363292443018,1.9435490585896917,0
65.86719755342202,22.136196087711795,1.90729992862516,37.98530075430364,1.1500953786977877,1
67.75082167486967,27.291954368013286,5.04594314779389,24.533871625274188,1.4167216150196498,1
79.37712470759027,24.166167362255578,3.8569719814540355,43.203221600049275,9.998131978425311,1
74.87168879665576,19.705228615210142,1.321459369029398,33.13660450144465,6.300003962542141,0
88.14247332595274,25.833271756501766,0.9662831669833629,43.43419066632569,2.4573308259986932,1
75.91975924478788,21.140770964034118,2.0825925417128324,42.99458002235455,0.352232563449474,0
70.87696298664709,31.17809939356885,7.641934450532461,37.28153478443808,0.8924494716075851,1
99.65648768921554,30.179365849673033,8.426555836022608,45.00274162850769,4.292671361297515,1
82.74223699513465,26.41638970542227,4.40997829461782,43.71598672462466,1.1017885687380768,0
85.67528204687923,29.444026819079095,4.297885592482577,38.4551926458268,6.218592665175929,1
70.75251813786544,24.259165400493526,3.3273592563409577,37.89120192404151,1.3400404962938564,1
79.55617275474818,27.061749977500064,2.1310293033809957,45.48616392832179,3.9576601021773086,1
86.10922589709867,29.9108811812083,6.750358115214488,41.16006919703832,0.0720397934902586,0
73.49006422577698,24.981994727177252,7.747152787794272,45.22348584184071,1.1389009120480316,1
88.75698018345672,22.979251313942864,2.2131618283214287,28.055129628236315,2.4096920425989006,1
78.99361310081196,17.181512167291537,3.8343232431507968,40.49242548509731,3.983807081129631,1
82.08306250206724,23.667465897114024,3.100267398579664,32.11295456515313,1.8813353642910304,0
78.98293387770603,27.293692738249245,3.1595218502700457,39.871057462566185,0.3805349465382251,0
103.52278184508938,27.78253371027052,6.371816510859724,43.56910104172942,4.339505781062286,1
